feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
34.17,5.0,B,855.23,Yes,9,27.92,0
27.72,3.0,A,743.26,No,7,53.35,0
33.29,5.0,A,731.87,Yes,1,63.65,0
34.34,55.0,A,871.99,Yes,2,23.77,0
25.33,30.0,B,,Yes,6,26.95,0
38.78,56.0,C,1446.37,No,1,32.11,0
30.65,37.0,C,934.27,No,5,,0
38.99,38.0,B,1111.84,No,9,84.38,1
23.42,,A,1008.64,No,4,25.33,1
33.97,66.0,B,1172.91,Yes,5,5.3,0
36.44,74.0,B,1115.43,Yes,9,0.26,0
,12.0,C,825.03,No,7,15.91,1
30.79,79.0,C,,Yes,7,35.87,0
23.0,79.0,C,1386.39,No,8,0.51,0
30.31,21.0,A,703.09,Yes,9,4.31,0
24.19,34.0,B,1331.72,Yes,3,32.56,1
20.61,28.0,B,786.8,No,3,0.49,0
,17.0,B,-13.58,Yes,3,7.96,1
22.98,47.0,C,871.65,Yes,3,14.63,1
24.34,86.0,B,792.71,Yes,2,35.06,1
31.92,19.0,C,1005.34,No,8,26.96,1
35.59,55.0,C,1377.05,Yes,3,41.69,0
33.31,91.0,C,,No,1,10.24,0
25.88,11.0,A,1113.23,Yes,1,49.91,0
35.04,81.0,B,485.18,Yes,1,4.87,1
26.22,30.0,C,1003.26,No,1,,1
30.13,95.0,B,676.42,Yes,8,6.12,0
35.97,,A,756.23,No,9,25.8,0
33.55,15.0,B,1218.17,No,7,14.43,0
26.92,91.0,A,895.54,Yes,5,4.05,0
22.59,45.0,B,456.04,Yes,5,6.97,1
24.12,6.0,A,1354.79,No,1,5.09,1
25.61,30.0,B,723.21,No,8,125.16,1
23.03,58.0,A,8696.1,Yes,1,15.61,0
34.98,65.0,C,1045.58,No,6,10.74,1
30.24,72.0,C,825.12,No,1,6.4,1
31.35,77.0,B,917.08,No,5,4.06,0
34.8,93.0,B,922.27,Yes,1,39.07,1
29.54,25.0,B,663.13,No,2,21.18,1
34.14,44.0,C,1518.09,No,1,15.35,0
18.32,22.0,B,1075.45,Yes,6,25.97,1
,79.0,C,947.27,Yes,5,13.0,0
26.51,40.0,A,951.84,No,7,4.4,1
31.18,55.0,A,999.47,Yes,6,31.56,0
26.83,93.0,C,1219.34,No,9,5.13,0
28.36,95.0,C,1317.49,Yes,3,14.4,0
29.08,71.0,C,841.13,No,1,12.37,1
37.47,52.0,A,1108.39,Yes,5,9.4,1
28.88,34.0,B,1174.1,No,3,34.71,0
27.24,,A,1239.73,No,2,18.09,1
35.05,86.0,B,954.82,Yes,6,26.15,1
21.66,68.0,A,1667.37,Yes,5,0.26,0
15.57,78.0,A,1575.49,Yes,8,18.65,1
26.1,29.0,B,965.97,Yes,1,32.24,0
31.23,6.0,C,1168.95,No,4,21.11,1
,68.0,B,763.41,Yes,6,12.03,1
31.71,9.0,B,653.62,No,6,18.48,1
25.24,60.0,C,1477.3,No,4,11.68,0
33.37,67.0,A,1022.6,Yes,2,20.84,0
17.04,21.0,C,1328.3,No,6,0.89,0
22.25,3.0,C,933.28,Yes,3,3.71,1
28.43,42.0,B,808.65,No,5,,1
22.75,94.0,B,1207.52,No,3,0.67,0
35.72,58.0,C,798.78,No,9,23.85,1
36.26,71.0,C,968.58,No,2,15.08,0
21.36,,A,1235.56,Yes,8,9.16,0
35.19,58.0,C,1157.82,No,4,18.62,1
32.14,8.0,C,1155.36,No,1,33.71,0
32.3,12.0,C,582.61,No,8,0.17,1
30.2,67.0,B,851.23,Yes,8,4.86,0
26.19,,B,922.01,No,9,12.12,1
27.57,26.0,B,712.63,No,3,3.68,1
,68.0,B,1048.41,No,7,70.35,1
21.63,75.0,A,1220.7,No,4,8.01,0
30.98,71.0,C,1752.36,Yes,5,39.59,0
36.61,87.0,C,819.91,Yes,8,46.58,1
32.25,65.0,B,,Yes,2,8.39,0
34.17,70.0,C,1271.97,Yes,6,13.89,1
32.47,38.0,A,1019.6,No,6,10.09,0
27.33,46.0,B,971.32,No,7,36.78,0
32.41,23.0,A,1140.46,No,9,9.26,1
40.16,98.0,A,1042.27,Yes,6,15.41,0
,85.0,C,1302.67,No,3,3.8,0
23.81,91.0,B,683.49,Yes,8,,1
33.37,42.0,C,479.18,Yes,7,10.74,0
31.7,3.0,B,347.37,Yes,3,20.54,1
23.88,99.0,C,843.69,No,6,8.69,0
33.07,56.0,C,794.78,No,4,14.18,0
28.32,90.0,A,1036.86,Yes,3,8.7,1
26.37,14.0,A,233.13,Yes,9,7.92,0
31.32,4.0,B,1303.74,Yes,2,4.13,1
34.22,37.0,A,921.26,No,3,5.21,0
33.71,43.0,B,1169.06,No,2,3.91,1
32.1,49.0,A,1113.19,Yes,5,,1
28.43,37.0,A,889.53,Yes,1,9.85,0
,68.0,B,1302.9,Yes,5,30.97,0
41.14,27.0,A,874.96,Yes,8,4.33,0
35.76,33.0,A,744.84,Yes,5,28.77,1
35.2,27.0,A,957.07,Yes,8,8.61,1
31.45,90.0,A,687.54,Yes,3,4.65,0
25.96,65.0,C,937.69,No,8,7.6,1
30.31,97.0,C,1204.67,No,7,4.19,0
24.23,53.0,C,756.48,Yes,1,,0
,8.0,B,788.64,Yes,3,6.83,0
34.39,23.0,B,1210.91,Yes,4,14.8,0
25.88,31.0,B,986.82,Yes,6,11.61,1
23.78,47.0,B,766.3,Yes,9,15.27,0
27.48,82.0,B,1051.06,Yes,6,12.21,0
33.45,65.0,C,1104.08,No,6,7.29,0
36.92,35.0,A,1288.38,Yes,2,,0
31.55,9.0,A,939.1,Yes,6,11.78,1
37.76,56.0,A,871.08,No,3,21.07,1
25.03,13.0,C,,Yes,3,16.5,0
35.44,47.0,A,1260.16,No,8,18.71,0
30.75,18.0,C,,No,1,23.66,0
26.82,25.0,C,880.4,No,6,28.79,0
30.7,19.0,B,989.41,No,2,0.85,0
30.67,79.0,A,1120.19,Yes,9,13.66,0
31.41,18.0,A,1486.6,Yes,7,4.08,1
44.43,58.0,C,1123.41,Yes,4,21.28,1
24.34,79.0,B,1232.22,Yes,1,8.09,1
33.73,68.0,B,867.36,No,3,29.48,0
35.26,17.0,B,974.01,No,3,29.05,0
27.28,81.0,B,1599.47,Yes,3,7.12,0
30.26,99.0,C,934.62,Yes,5,20.37,0
32.7,64.0,B,958.33,No,2,16.99,0
28.25,60.0,B,674.18,No,5,6.31,0
27.4,6.0,B,1084.02,Yes,2,17.03,1
28.35,44.0,C,934.12,Yes,1,16.26,1
31.53,70.0,B,612.06,No,4,3.04,0
30.26,20.0,B,962.96,Yes,7,,1
37.88,71.0,A,1058.84,Yes,1,25.07,0
34.87,94.0,A,923.4,Yes,5,1.87,1
32.13,54.0,C,1251.34,Yes,7,,1
26.78,54.0,A,939.43,No,7,14.47,0
24.6,68.0,B,942.19,Yes,5,879.6,0
30.49,88.0,C,1479.79,No,6,10.57,0
30.98,54.0,A,950.3,No,8,21.52,0
33.31,62.0,B,1047.83,No,7,17.77,0
30.5,92.0,A,1326.24,Yes,8,11.19,1
29.54,3.0,B,1303.54,No,4,0.43,0
30.09,96.0,A,826.74,Yes,7,5.12,0
,5.0,C,887.74,No,4,27.86,0
25.3,53.0,A,1496.45,Yes,4,33.6,0
32.1,88.0,A,794.63,No,7,53.35,1
32.44,58.0,B,470.15,Yes,4,1.76,0
36.18,63.0,C,13294.7,No,6,10.97,0
26.44,7.0,B,586.17,Yes,1,20.63,0
22.05,11.0,A,1137.8,Yes,2,5.24,0
,21.0,A,622.75,No,2,11.71,0
31.93,69.0,A,730.31,Yes,3,12.63,1
29.33,79.0,A,902.73,Yes,9,72.79,1
28.78,35.0,A,680.17,No,6,0.42,0
34.98,45.0,A,671.73,No,2,25.85,0
28.48,,C,554.84,Yes,4,14.33,1
29.34,94.0,B,1192.44,Yes,4,244.5,1
33.57,41.0,B,467.77,No,1,48.54,0
,44.0,B,846.42,No,3,,0
35.78,67.0,B,1294.65,No,2,15.74,0
29.54,69.0,B,,No,3,,1
37.21,78.0,C,1005.21,Yes,3,39.19,0
26.8,22.0,B,1025.76,Yes,7,3.01,1
23.54,66.0,B,654.73,Yes,7,0.89,1
31.49,18.0,B,1099.02,No,3,25.51,0
24.59,62.0,A,789.35,No,4,18.4,1
33.76,94.0,A,852.93,No,9,4.27,1
28.25,66.0,A,1084.87,No,3,9.21,1
24.74,26.0,A,922.95,No,8,2.63,1
21.03,34.0,B,722.13,No,5,16.98,1
23.44,83.0,C,945.14,No,1,1.03,1
32.35,62.0,B,894.28,Yes,8,0.31,0
32.15,12.0,C,1031.82,Yes,3,95.4,1
18.88,7.0,C,,Yes,9,19.13,0
29.45,69.0,C,753.04,No,9,18.24,0
18.4,40.0,B,840.55,Yes,5,55.49,1
38.78,92.0,A,1019.65,No,4,,0
32.42,95.0,B,1399.33,Yes,8,8.99,0
26.01,60.0,B,,Yes,8,41.96,0
33.62,86.0,B,1267.57,No,5,29.21,0
,27.0,C,1091.24,Yes,1,69.34,1
33.03,58.0,A,957.25,Yes,4,21.64,0
27.62,49.0,B,575.3,Yes,3,6.79,0
31.28,56.0,B,636.65,Yes,5,,1
31.86,16.0,C,790.63,Yes,4,19.21,1
40.47,78.0,B,1290.07,No,9,13.99,0
30.97,76.0,C,,No,9,2.36,0
38.59,66.0,C,1012.02,No,7,23.84,0
34.84,23.0,C,1115.88,No,7,50.34,1
35.73,10.0,C,-85.01,No,3,10.01,1
29.45,5.0,A,861.16,No,3,15.79,0
32.4,64.0,B,923.69,No,6,32.6,1
27.42,13.0,A,1502.67,No,1,5.78,0
,39.0,A,1087.64,Yes,9,81.83,0
25.67,,C,764.01,Yes,6,17.73,0
29.85,14.0,C,701.2,No,8,14.79,1
28.91,96.0,B,1241.84,No,4,15.85,0
28.81,,C,825.56,No,8,10.62,1
40.92,,A,997.0,Yes,2,20.72,0
29.71,40.0,B,862.67,No,6,0.06,0
35.19,3.0,A,725.71,Yes,8,94.15,1
30.68,8.0,B,969.69,Yes,5,6.06,0
31.66,47.0,C,1051.55,Yes,9,14.8,1
28.14,62.0,C,851.01,Yes,4,0.42,0
21.72,8.0,C,822.44,No,5,,0
26.24,74.0,B,859.64,Yes,2,20.63,1
35.11,31.0,B,1389.86,No,6,67.51,1
32.73,6.0,C,1319.18,No,2,53.0,0
23.67,3.0,C,807.89,No,1,3.47,0
31.12,68.0,C,805.72,No,8,13.93,0
32.39,1.0,C,649.63,No,4,23.56,1
15.84,60.0,A,891.27,Yes,9,3.24,0
17.85,25.0,B,1089.85,No,5,30.58,0
37.74,77.0,C,958.78,Yes,7,5.0,0
25.17,65.0,C,430.74,No,4,17.44,1
21.07,55.0,A,725.82,No,4,43.0,0
26.23,47.0,C,892.09,Yes,2,37.52,0
22.49,9.0,B,244.23,No,6,9.07,0
28.58,86.0,A,1053.84,No,1,6.93,1
25.9,79.0,A,908.35,No,9,7.59,0
23.04,19.0,C,1356.98,Yes,1,0.4,0
28.81,38.0,B,1241.38,No,7,8.47,0
29.4,12.0,C,661.37,Yes,4,15.25,0
39.56,99.0,C,1076.05,Yes,5,29.86,0
31.42,55.0,A,575.63,Yes,1,11.01,0
39.43,60.0,B,,Yes,3,11.04,0
32.51,64.0,A,934.98,No,1,11.1,0
38.78,56.0,C,1446.37,No,1,32.11,0
,49.0,B,1182.94,Yes,8,37.22,1
20.79,,A,749.63,Yes,3,47.43,0
29.43,12.0,C,1404.6,No,2,8.01,0
30.54,73.0,B,840.66,No,6,11.05,0
37.43,59.0,B,688.79,Yes,2,4.0,1
27.3,8.0,C,1112.96,Yes,6,0.83,0
28.83,79.0,A,1132.34,Yes,4,40.32,0
32.65,3.0,B,1543.77,No,3,19.57,0
25.35,22.0,B,1297.6,No,5,2.04,1
27.77,82.0,A,857.64,No,8,0.2,0
30.37,87.0,A,13940.1,No,3,49.41,0
25.91,69.0,B,1353.42,Yes,1,235.65,1
30.66,56.0,C,1091.7,Yes,7,9.85,0
32.04,45.0,C,,No,9,43.49,1
38.63,1.0,B,871.57,Yes,5,37.28,0
31.95,95.0,A,918.27,Yes,4,36.21,0
30.97,79.0,C,1219.38,No,3,21.11,1
37.74,91.0,B,1088.4,No,3,27.5,0
24.0,44.0,B,826.06,Yes,6,10.12,0
27.03,49.0,A,,Yes,4,21.47,0
25.07,,B,870.32,No,6,0.09,1
41.66,51.0,B,620.29,Yes,7,0.42,1
29.44,7.0,B,531.72,No,4,3.68,1
,17.0,B,1186.48,Yes,3,35.17,0
26.2,26.0,C,1038.27,No,6,13.04,0
26.95,81.0,B,1096.22,No,6,5.55,1
25.53,43.0,C,1043.01,No,4,0.11,0
25.68,69.0,C,1750.92,No,7,26.88,1
29.15,14.0,A,810.45,No,5,62.21,0
17.4,5.0,B,1597.76,No,9,2.57,1
21.14,37.0,A,1144.46,Yes,3,0.74,1
22.98,25.0,B,772.18,No,2,11.9,1
34.63,32.0,C,1653.25,No,6,21.67,1
27.15,10.0,A,1392.04,No,3,38.79,0
28.25,67.0,A,560.13,No,1,6.85,0
29.47,10.0,A,1542.82,No,4,18.58,0
18.1,58.0,B,982.78,No,8,30.32,0
39.84,85.0,C,313.75,No,2,22.23,1
25.96,20.0,B,1368.74,No,6,41.87,1
27.25,34.0,C,501.98,Yes,4,77.5,1
23.69,38.0,A,580.65,Yes,2,29.28,0
35.28,67.0,B,1067.34,Yes,3,17.08,0
30.78,47.0,C,997.62,No,7,10.42,0
35.08,94.0,C,500.99,Yes,6,36.8,1
27.28,51.0,C,1334.6,No,9,9.96,1
39.65,50.0,A,1379.94,No,8,41.13,0
32.73,12.0,A,1330.34,Yes,5,7.45,0
34.14,9.0,A,677.24,Yes,6,19.37,0
26.72,40.0,C,1021.04,Yes,7,10.35,0
25.11,13.0,A,904.49,No,6,27.94,0
18.24,36.0,A,891.0,Yes,1,2.71,0
29.33,20.0,C,923.5,Yes,2,27.71,1
34.28,36.0,C,701.78,Yes,7,10.85,0
30.76,,B,992.6,No,4,16.09,0
29.94,65.0,B,1311.13,No,6,2.97,1
26.16,97.0,B,1235.36,No,2,32.11,0
34.44,77.0,A,,No,6,5.12,0
30.09,85.0,A,1384.04,No,2,45.99,0
34.97,6.0,A,,No,4,45.47,0
28.89,29.0,B,1227.36,No,4,4.01,1
27.54,18.0,A,,Yes,3,23.93,1
33.12,46.0,B,1195.47,Yes,8,21.9,1
30.81,34.0,A,982.81,Yes,6,30.76,0
31.88,83.0,A,1109.59,Yes,9,16.14,0
23.29,40.0,A,715.57,Yes,9,9.76,0
26.95,90.0,A,648.49,Yes,2,4.71,1
25.69,31.0,A,1089.56,No,4,37.41,0
34.13,62.0,A,1260.68,Yes,3,,0
26.61,95.0,A,694.2,No,6,18.21,0
35.64,37.0,B,959.57,No,3,1.76,1
33.93,58.0,A,1130.04,Yes,6,77.55,1
34.46,12.0,A,208.41,Yes,9,9.92,0
32.74,29.0,C,962.11,Yes,2,4.44,0
24.17,19.0,A,1148.81,Yes,5,3.3,0
26.97,77.0,B,1150.48,No,5,,0
28.87,,A,1088.02,No,1,10.46,0
38.23,19.0,B,982.92,Yes,7,21.36,0
,78.0,C,1389.87,Yes,8,36.24,0
26.14,,B,1525.22,Yes,1,14.89,0
30.97,65.0,A,1373.97,Yes,5,10.73,1
28.67,21.0,B,409.22,Yes,6,0.7,0
36.59,39.0,B,1210.64,Yes,6,,0
21.38,90.0,A,861.01,Yes,3,17.37,0
29.07,93.0,A,739.64,Yes,9,23.78,1
,93.0,B,574.27,No,1,4.1,0
,96.0,B,797.8,No,4,10.99,1
27.03,54.0,C,752.82,No,2,10.1,1
30.15,7.0,A,897.03,No,2,14.62,1
18.91,92.0,B,1160.31,Yes,2,2.73,0
31.7,96.0,A,1285.12,No,8,11.24,1
30.03,73.0,A,854.51,Yes,8,5.28,0
27.75,36.0,C,590.77,Yes,9,89.79,1
33.19,56.0,A,646.93,No,4,40.14,1
29.75,24.0,B,1473.74,Yes,3,12.87,0
27.15,0.0,A,887.97,No,3,0.58,0
33.64,18.0,C,885.59,No,4,5.27,0
25.01,89.0,A,591.55,Yes,2,14.47,0
28.37,42.0,A,1521.42,Yes,7,1.5,0
26.33,,A,799.92,No,4,10.47,1
31.02,64.0,B,1212.78,Yes,3,5.12,1
35.95,49.0,B,610.38,No,5,6.73,0
23.78,92.0,A,898.34,Yes,4,64.32,0
31.6,43.0,A,623.36,Yes,9,16.05,1
,46.0,B,652.31,No,5,75.71,0
29.73,18.0,B,783.32,No,5,12.53,1
33.49,23.0,C,1193.72,Yes,7,,0
28.01,64.0,B,824.58,No,3,5.05,0
32.01,1.0,A,1080.16,Yes,4,0.17,0
24.7,,A,613.13,Yes,1,9.75,1
31.51,7.0,A,907.03,Yes,8,3.25,0
23.98,55.0,A,1224.65,No,9,3.86,0
26.27,83.0,A,873.68,No,3,18.09,1
27.69,81.0,B,1013.34,Yes,2,12.18,0
24.64,58.0,C,961.6,No,3,6.74,0
35.38,56.0,C,1032.81,No,1,21.8,0
33.9,48.0,C,1042.97,No,6,5.56,0
27.07,43.0,A,831.72,No,8,20.94,0
28.83,36.0,B,376.78,Yes,1,37.77,0
22.45,45.0,A,950.95,No,1,5.55,0
39.33,3.0,A,,Yes,6,14.08,0
32.38,84.0,A,880.6,Yes,6,10.35,1
31.37,85.0,C,1653.81,No,5,22.09,1
36.92,9.0,B,,Yes,5,19.07,0
38.34,,C,787.78,Yes,6,7.96,0
32.12,45.0,B,1377.73,Yes,1,1.9,0
40.47,41.0,A,437.48,Yes,2,30.85,1
33.99,,B,709.96,No,5,24.89,0
27.19,46.0,A,1027.49,Yes,9,45.4,0
34.57,55.0,A,1343.76,No,8,22.91,1
30.33,60.0,C,1028.74,Yes,6,1.77,0
33.36,85.0,A,900.22,No,8,11.07,0
28.03,79.0,C,1424.21,Yes,4,9.52,0
16.63,97.0,C,1127.49,Yes,2,0.48,0
25.88,95.0,B,766.02,No,5,31.05,0
34.94,40.0,C,1013.42,Yes,7,23.61,1
33.82,44.0,C,847.0,Yes,2,54.37,1
,67.0,B,1270.04,Yes,8,90.26,0
26.42,29.0,C,1010.02,No,5,21.83,1
27.99,77.0,B,1134.73,No,5,16.6,0
32.19,8.0,C,,Yes,9,,1
33.05,41.0,A,370.65,No,1,10.83,0
19.59,27.0,B,1160.92,No,3,13.1,0
34.94,98.0,B,1376.12,Yes,4,10.53,0
27.73,85.0,C,1095.46,No,4,2.86,0
20.29,92.0,C,571.37,No,2,53.36,0
33.84,49.0,B,783.29,No,9,4.35,0
28.04,95.0,C,994.38,Yes,9,7.66,0
33.76,81.0,B,1077.24,No,9,21.5,0
25.15,38.0,B,703.08,Yes,7,0.51,0
39.46,74.0,A,1091.28,Yes,4,9.59,1
30.99,70.0,C,1649.49,Yes,4,9.01,0
34.29,34.0,B,815.36,No,9,8.46,0
31.45,5.0,A,,No,1,1.64,0
31.19,1.0,A,933.75,Yes,4,70.96,0
33.72,52.0,B,968.4,Yes,7,62.47,0
27.93,8.0,B,736.72,Yes,8,13.43,0
28.5,28.0,A,677.27,Yes,2,14.79,0
35.43,22.0,A,861.57,No,4,15.83,1
25.8,68.0,B,921.77,No,6,0.9,0
26.13,1.0,C,471.5,Yes,1,27.26,0
27.85,65.0,A,736.69,Yes,3,4.27,0
34.31,74.0,A,628.35,No,4,20.31,1
19.75,34.0,B,1079.8,No,8,0.97,1
29.34,67.0,B,560.29,Yes,6,22.66,0
28.46,84.0,A,478.43,Yes,9,48.46,1
30.68,75.0,B,770.6,Yes,4,30.42,0
25.36,88.0,A,1307.97,Yes,6,51.55,1
25.53,65.0,B,1381.15,Yes,2,3.04,0
30.1,51.0,C,955.93,Yes,9,20.48,1
24.87,72.0,A,840.48,No,7,31.84,0
,24.0,A,894.71,No,4,53.44,1
24.41,17.0,A,680.26,Yes,5,1.53,0
33.32,67.0,A,1298.31,Yes,2,3.92,0
41.56,23.0,A,797.62,Yes,3,12.84,1
29.92,3.0,B,702.64,No,9,15.0,0
24.09,20.0,A,913.32,No,6,53.05,1
34.33,60.0,C,811.4,Yes,6,1.69,1
27.81,54.0,C,974.98,No,8,17.37,0
33.1,1.0,B,1408.88,No,6,27.91,1
37.14,7.0,A,1462.62,Yes,2,21.07,0
32.93,29.0,B,806.15,No,2,25.91,0
34.67,94.0,B,873.98,Yes,2,25.16,1
28.69,26.0,B,967.64,No,7,31.8,0
31.28,97.0,C,1000.64,No,1,8.45,0
36.87,62.0,B,1189.66,No,5,2.06,0
29.11,40.0,A,,No,3,11.61,1
34.76,8.0,A,662.1,No,9,6.68,0
30.69,92.0,A,1088.92,No,2,23.51,0
27.98,,B,1673.15,Yes,9,3.32,0
32.8,27.0,C,1437.84,Yes,6,46.31,0
26.58,1.0,A,791.58,Yes,6,3.54,1
25.45,42.0,C,1020.79,No,2,67.26,1
27.43,31.0,A,1215.96,No,9,31.47,0
29.5,6.0,B,711.96,No,7,46.41,1
40.89,66.0,B,1202.56,No,7,6.13,1
21.07,93.0,A,756.56,Yes,8,43.78,0
,,B,803.66,No,1,7.63,1
34.84,48.0,C,863.0,Yes,3,19.42,0
31.68,35.0,C,,Yes,7,19.2,1
22.04,,B,1241.85,Yes,4,25.98,1
24.84,23.0,B,1320.69,Yes,4,8.17,1
29.63,84.0,B,789.09,No,4,2.92,0
34.45,23.0,A,891.0,No,8,8.21,1
30.69,3.0,B,1381.72,Yes,1,,1
29.62,43.0,A,461.52,No,9,10.43,0
36.35,95.0,B,871.09,Yes,6,366.90000000000003,0
24.67,8.0,A,908.28,No,6,5.3,0
37.2,88.0,B,1094.49,No,8,5.86,1
34.46,20.0,A,1035.4,No,5,2.24,1
36.07,70.0,B,877.66,Yes,5,2.69,0
25.02,73.0,A,,Yes,7,30.96,1
20.72,14.0,A,733.72,Yes,2,28.1,1
26.5,52.0,A,944.25,No,4,20.18,1
26.24,11.0,A,396.78,No,1,18.67,1
34.56,39.0,A,507.41,No,7,44.73,0
30.04,52.0,C,689.39,No,9,36.98,0
27.65,26.0,C,1284.56,Yes,9,6.85,1
30.6,,C,1209.33,Yes,9,35.61,0
35.95,84.0,C,905.05,Yes,8,1.04,0
33.32,41.0,C,761.9,Yes,5,52.5,0
18.48,3.0,B,,No,4,49.08,0
38.71,60.0,C,1020.76,Yes,7,10.29,1
26.44,19.0,A,1051.85,Yes,3,53.59,1
34.56,7.0,B,462.34,No,8,1.51,0
28.48,29.0,A,,No,8,41.33,1
26.54,95.0,A,1040.92,No,7,23.34,1
33.9,99.0,B,570.67,No,7,43.22,1
34.46,85.0,A,749.52,Yes,4,10.45,0
28.88,12.0,C,1110.98,Yes,1,13.94,0
34.86,93.0,B,604.18,Yes,9,6.22,1
33.04,53.0,C,1329.03,No,5,36.33,1
29.36,56.0,B,,No,4,2.73,1
33.52,2.0,C,808.02,Yes,1,21.05,0
35.09,40.0,B,584.61,No,1,3.81,0
32.69,0.0,B,989.9,Yes,1,11.78,1
,63.0,B,,No,4,70.6,1
23.95,48.0,C,1353.12,Yes,8,59.51,0
23.03,,B,1263.49,No,4,0.24,1
24.06,55.0,A,803.11,No,3,7.02,0
28.12,16.0,B,984.56,Yes,3,16.18,0
29.43,51.0,A,975.89,Yes,5,7.02,1
30.96,40.0,C,1071.45,No,2,1.87,1
28.69,33.0,A,830.92,No,1,0.31,0
23.67,54.0,C,849.06,Yes,1,0.29,0
25.83,76.0,B,1228.03,Yes,8,69.79,0
,2.0,C,722.19,No,7,72.0,0
34.73,50.0,B,742.08,No,2,6.06,0
30.0,30.0,C,1038.2,No,6,33.81,0
28.72,17.0,A,1391.2,No,2,15.43,0
30.91,53.0,A,1303.46,Yes,8,5.47,0
36.9,2.0,A,1560.77,No,7,16.7,0
29.9,49.0,C,921.48,No,3,20.34,1
33.11,52.0,C,1649.64,No,1,22.47,0
34.0,25.0,A,902.8,No,4,12.4,1
21.45,44.0,B,731.91,No,5,41.94,0
30.27,66.0,C,8283.2,Yes,9,34.21,1
32.52,21.0,B,503.36,Yes,1,8.4,0
23.05,81.0,A,743.15,Yes,5,22.34,1
20.79,1.0,C,1169.19,Yes,7,19.09,1
32.98,4.0,A,1007.05,Yes,8,10.19,0
35.44,41.0,A,1060.95,No,2,,1
28.22,,C,833.57,Yes,3,10.44,0
33.2,38.0,C,1393.6,No,8,6.06,0
28.26,17.0,C,799.62,No,3,29.15,1
25.34,12.0,B,900.29,Yes,3,48.13,0
36.33,15.0,B,977.49,Yes,7,0.1,1
29.75,50.0,C,1304.77,Yes,4,30.95,1
28.93,50.0,C,1073.98,No,5,23.9,1
28.67,3.0,B,,No,6,,0
34.75,78.0,B,1233.24,Yes,8,3.97,0
28.41,39.0,A,1163.27,Yes,6,17.59,1
31.8,35.0,C,1182.43,No,9,22.53,0
35.17,59.0,C,1052.12,Yes,2,28.43,1
30.91,80.0,A,1288.7,No,2,58.98,1
26.05,45.0,B,809.25,Yes,9,31.89,0
29.39,27.0,B,729.74,No,8,12.58,0
34.2,49.0,B,923.59,Yes,9,40.19,1
,86.0,B,1029.13,Yes,5,124.05,1
25.85,65.0,C,1522.18,Yes,6,,0
30.68,45.0,B,1255.94,No,4,,0
33.25,96.0,A,1113.69,No,9,31.83,0
33.79,86.0,C,1077.98,Yes,7,28.14,0
39.49,58.0,A,896.99,Yes,2,20.79,0
21.23,20.0,B,1048.02,No,2,0.46,0
26.63,94.0,B,1605.35,Yes,4,10.65,1
36.63,80.0,B,2006.57,Yes,1,15.58,0
31.32,18.0,A,818.71,No,9,16.79,1
32.02,43.0,C,945.97,No,8,12.58,1
37.37,,C,524.26,Yes,3,11.06,0
24.81,52.0,C,1403.89,No,4,12.6,1
26.34,87.0,C,1450.82,No,6,29.13,1
33.66,80.0,B,1019.5,Yes,2,10.09,1
34.2,20.0,A,845.67,No,7,41.33,0
37.29,21.0,B,767.12,No,1,5.48,1
27.96,76.0,C,1118.0,No,3,32.76,1
26.39,35.0,B,1050.21,No,7,40.77,1
39.05,25.0,A,932.51,Yes,9,34.2,1
32.5,2.0,B,683.87,No,3,21.15,0
24.29,81.0,C,843.32,Yes,9,10.94,1
33.72,15.0,C,1270.78,Yes,3,153.45000000000002,1
33.66,46.0,B,,Yes,5,8.18,1
20.44,34.0,C,697.32,No,7,65.91,1
37.22,62.0,C,1126.13,No,2,37.07,1
22.08,8.0,C,1278.65,No,9,14.19,1
37.7,86.0,C,692.77,No,6,2.95,0
35.55,31.0,B,1364.9,Yes,3,41.01,0
26.92,77.0,A,1158.12,No,7,33.45,1
31.38,65.0,A,11500.0,Yes,9,16.59,0
26.47,47.0,C,1112.18,Yes,7,95.9,1
34.78,52.0,C,895.51,Yes,6,7.51,0
34.42,18.0,C,1672.02,No,8,23.38,1
40.4,70.0,C,681.24,No,2,33.34,1
32.71,95.0,C,,Yes,9,1.77,1
32.25,58.0,C,681.04,No,6,27.04,1
24.66,76.0,C,784.89,No,8,8.98,1
31.87,96.0,A,1399.63,Yes,1,5.92,1
19.92,22.0,C,1042.92,Yes,2,122.57,1
30.62,87.0,C,781.74,No,3,0.12,0
18.11,96.0,A,1262.4,No,9,56.44,1
28.89,96.0,A,417.67,Yes,5,4.27,0
21.74,97.0,B,1476.51,No,8,2.86,1
33.8,59.0,B,505.46,Yes,8,35.0,0
25.32,55.0,C,838.92,No,2,43.53,0
25.85,38.0,A,617.13,Yes,7,12.8,0
35.02,,A,1405.16,Yes,7,11.7,0
25.12,96.0,C,1055.51,No,1,11.28,0
29.39,73.0,C,1265.64,Yes,8,9.57,1
27.62,90.0,B,566.75,Yes,7,4.98,0
32.03,60.0,C,961.23,Yes,1,,0
34.16,5.0,C,834.93,No,4,9.21,0
30.73,33.0,A,,Yes,9,16.32,1
34.32,46.0,A,1155.51,No,5,23.53,0
27.13,93.0,A,1064.59,No,5,26.79,1
25.3,32.0,A,1558.22,Yes,2,17.52,1
